ID,N,gap,Length_before,Length_after,Year,cluster,previous,Country
KT119680,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119681,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119682,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119683,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119684,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119685,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119686,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119687,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119688,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119689,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119690,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119691,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119692,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119693,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119694,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119695,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119696,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119697,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119698,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119699,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119700,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119701,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119702,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119703,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119704,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119705,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119706,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119707,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119708,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119709,0,91,1354,1263,2007,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119710,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119711,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119712,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119713,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119714,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119715,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119716,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119717,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119718,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119719,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119720,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119721,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119722,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119723,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119724,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119725,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119726,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119727,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119729,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119730,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119731,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119732,0,91,1354,1263,2008,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119733,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119734,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119735,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119736,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119737,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119738,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119739,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119740,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119741,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119742,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119743,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119744,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119745,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119746,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119747,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119748,0,91,1354,1263,2009,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119749,0,91,1354,1263,2010,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119750,0,91,1354,1263,2010,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119751,0,91,1354,1263,2010,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119752,0,91,1354,1263,2010,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119753,0,91,1354,1263,2011,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119776,0,91,1354,1263,1989,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Democratic Republic of the Congo
KT119780,0,91,1354,1263,1992,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KT119781,0,91,1354,1263,1992,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Central African Republic
KY553256,0,1,1354,1353,2005,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553257,0,1,1354,1353,1996,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553258,0,1,1354,1353,2009,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553259,0,1,1354,1353,1991,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553260,0,1,1354,1353,2002,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553261,0,1,1354,1353,1994,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553262,0,1,1354,1353,2006,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553263,0,1,1354,1353,2000,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553264,0,1,1354,1353,1997,Cosmopolitan_C1.1,Cosmopolitan AF1b,South Africa
KY553265,0,1,1354,1353,1990,Cosmopolitan_C1.1,Cosmopolitan AF1b,Zimbabwe
KY553267,0,1,1354,1353,1992,Cosmopolitan_C1.1.1,Cosmopolitan AF1b,Zimbabwe
KY553268,0,1,1354,1353,1992,Cosmopolitan_C1.1,Cosmopolitan AF1b,Zimbabwe
KY553269,0,1,1354,1353,1992,Cosmopolitan_C1.1.1,Cosmopolitan AF1b,Zimbabwe
KY553270,0,1,1354,1353,1994,Cosmopolitan_C1.1,Cosmopolitan AF1b,Zimbabwe
KY553271,0,1,1354,1353,1994,Cosmopolitan_C1.1.1,Cosmopolitan AF1b,Zimbabwe
KY553272,0,1,1354,1353,1992,Cosmopolitan_C1.1,Cosmopolitan AF1b,Zimbabwe
KY563717,0,1,1354,1353,1994,Cosmopolitan_C1.1.1,Cosmopolitan AF1b,Zimbabwe
KY563718,0,1,1354,1353,1994,Cosmopolitan_C1.1,Cosmopolitan AF1b,Zimbabwe
LC029890,0,1,1354,1353,2011,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,Uganda
LC029893,0,1,1354,1353,2012,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Uganda
LC029897,0,1,1354,1353,2012,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Uganda
MN726806,0,980,1354,374,2017,Cosmopolitan_A1.2,Cosmopolitan AF1b,Tanzania
MN726813,1,481,1354,872,2017,Cosmopolitan AF1b_A1,Cosmopolitan AF1b,Tanzania
MN726834,353,229,1354,772,2017,Cosmopolitan AF1b_A1.1.1,Cosmopolitan AF1b,Tanzania
U22484,0,4,1354,1350,1995,Cosmopolitan_I1,Cosmopolitan AF1b,-
U22488,0,4,1354,1350,1995,Cosmopolitan_A1.2,Cosmopolitan AF1b,-
U22632,0,4,1354,1350,1995,Cosmopolitan_A1.2,Cosmopolitan AF1b,-
U22633,0,4,1354,1350,1995,Cosmopolitan_C1.1.1,Cosmopolitan AF1b,-
U22638,0,4,1354,1350,1995,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,-
U22645,0,4,1354,1350,1995,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,-
U22647,0,4,1354,1350,1995,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,-
U22648,0,4,1354,1350,1995,Cosmopolitan_A1.2.2,Cosmopolitan AF1b,-
U22649,0,4,1354,1350,1995,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,-
U22650,0,4,1354,1350,1995,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,-
U22651,0,4,1354,1350,1995,Cosmopolitan_A1.2.3,Cosmopolitan AF1b,-
AY854504,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854505,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854506,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854507,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854515,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854520,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854524,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854525,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854527,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854529,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854530,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854531,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854534,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854536,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854544,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854545,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854546,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854547,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854548,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854550,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854552,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854554,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854558,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854559,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854560,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854561,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854562,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854564,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854567,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854569,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854573,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854574,0,1,1354,1353,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854575,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854576,0,1,1354,1353,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854578,0,1,1354,1353,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Cuba
AY854589,0,1,1354,1353,2005,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
AY854591,0,1,1354,1353,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
EU086161,0,1,1354,1353,2004,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
FJ228502,0,4,1354,1350,1999,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228503,0,4,1354,1350,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228504,0,4,1354,1350,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228505,0,4,1354,1350,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228506,0,4,1354,1350,1999,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228507,0,4,1354,1350,1999,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228508,0,4,1354,1350,1991,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228509,0,4,1354,1350,1990,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228510,0,4,1354,1350,1991,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228511,0,4,1354,1350,1994,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228512,0,4,1354,1350,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228513,0,4,1354,1350,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228514,0,4,1354,1350,1991,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228515,0,4,1354,1350,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228516,0,4,1354,1350,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228517,0,4,1354,1350,2001,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Honduras
FJ228518,0,4,1354,1350,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228519,0,4,1354,1350,1990,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228520,0,4,1354,1350,1990,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,United States
FJ228521,0,4,1354,1350,1991,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228522,0,4,1354,1350,1994,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228523,0,4,1354,1350,1998,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228524,0,4,1354,1350,1995,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228525,0,4,1354,1350,2002,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
FJ228526,0,4,1354,1350,2001,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
FJ228527,0,4,1354,1350,2002,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
FJ228528,0,4,1354,1350,1994,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,United States
FJ228529,0,4,1354,1350,2004,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,United States
FJ228530,0,4,1354,1350,1998,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,United States
FJ228531,0,4,1354,1350,1991,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
FJ228532,0,4,1354,1350,1995,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
FJ228533,0,4,1354,1350,2000,Cosmopolitan_A1,Cosmopolitan AM2a,Mexico
GU991847,0,4,1354,1350,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
JF693449,0,4,1354,1350,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
JF693450,0,4,1354,1350,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
JF693451,0,4,1354,1350,2006,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
JF693452,0,4,1354,1350,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
JF693453,0,4,1354,1350,1995,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
JF693454,0,4,1354,1350,1995,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
JF693455,0,4,1354,1350,2000,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Colombia
KJ001488,0,4,1354,1350,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001489,0,49,1354,1305,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001490,0,7,1354,1347,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001491,0,7,1354,1347,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001492,0,7,1354,1347,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001494,0,49,1354,1305,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001496,0,48,1354,1306,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001497,0,49,1354,1305,2006,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001498,0,50,1354,1304,2006,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001499,0,7,1354,1347,2006,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001500,0,4,1354,1350,2006,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001502,0,4,1354,1350,2006,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001503,0,50,1354,1304,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001504,0,54,1354,1300,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001505,0,4,1354,1350,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001506,0,46,1354,1308,2007,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001508,0,39,1354,1315,2008,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001509,0,4,1354,1350,2009,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001510,0,8,1354,1346,2009,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001512,0,52,1354,1302,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001513,0,39,1354,1315,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001515,0,7,1354,1347,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001516,0,4,1354,1350,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001517,0,4,1354,1350,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001518,0,4,1354,1350,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001523,0,12,1354,1342,2005,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001524,0,15,1354,1339,2010,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001525,0,12,1354,1342,2009,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001534,0,12,1354,1342,2010,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001535,0,15,1354,1339,2008,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KJ001536,0,40,1354,1314,2011,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Mexico
KU550103,0,1,1354,1353,2014,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,Costa Rica
KU963491,0,4,1354,1350,2016,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,-
KU963494,0,4,1354,1350,2016,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,-
KU963495,0,4,1354,1350,2016,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,-
U22477,0,4,1354,1350,1995,Cosmopolitan AM2a_A1,Cosmopolitan AM2a,-
U22841,0,4,1354,1350,1995,Cosmopolitan_A1,Cosmopolitan AM2a,-
AB570995,0,1,1354,1353,2005,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB570996,0,1,1354,1353,2006,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB570997,0,1,1354,1353,2006,Cosmopolitan_B1.1,Cosmopolitan CA1,Mongolia
AB570998,0,1,1354,1353,2006,Cosmopolitan CA1_A1,Cosmopolitan CA1,Mongolia
AB570999,0,1,1354,1353,2006,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571000,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571001,0,1,1354,1353,2006,Cosmopolitan CA1_A1,Cosmopolitan CA1,Mongolia
AB571002,0,1,1354,1353,2006,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571003,0,1,1354,1353,2008,Cosmopolitan CA1_A1,Cosmopolitan CA1,Mongolia
AB571005,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571006,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571007,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571008,0,1,1354,1353,2006,Cosmopolitan_B1.1,Cosmopolitan CA1,Mongolia
AB571009,0,1,1354,1353,2006,Cosmopolitan CA1_A1,Cosmopolitan CA1,Mongolia
AB571010,0,1,1354,1353,2006,Cosmopolitan_B1.1,Cosmopolitan CA1,Mongolia
AB571011,0,1,1354,1353,2008,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571012,0,1,1354,1353,2007,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571013,0,1,1354,1353,2005,Cosmopolitan_B1.1,Cosmopolitan CA1,Mongolia
AB571014,0,1,1354,1353,2005,Cosmopolitan_B1.1,Cosmopolitan CA1,Mongolia
AB571015,0,1,1354,1353,2005,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571016,0,1,1354,1353,2005,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571017,0,1,1354,1353,2005,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AB571018,0,1,1354,1353,2005,Cosmopolitan CA1_A1.1.1,Cosmopolitan CA1,Mongolia
AY352455,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352456,0,1,1354,1353,2004,Cosmopolitan_B1,Cosmopolitan CA1,-
AY352461,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,-
AY352463,0,1,1354,1353,2004,Cosmopolitan_B1,Cosmopolitan CA1,-
AY352464,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352465,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352466,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352467,0,1,1354,1353,2004,Cosmopolitan_B1,Cosmopolitan CA1,-
AY352468,0,1,1354,1353,2004,Cosmopolitan_B1,Cosmopolitan CA1,-
AY352469,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,-
AY352470,0,1,1354,1353,2004,Cosmopolitan_B1,Cosmopolitan CA1,-
AY352471,0,1,1354,1353,2004,Cosmopolitan_B1,Cosmopolitan CA1,-
AY352472,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352473,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352477,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352478,0,1,1354,1353,2004,Cosmopolitan CA1_A1,Cosmopolitan CA1,-
AY352481,0,1,1354,1353,2004,Cosmopolitan CA1_A1.1,Cosmopolitan CA1,-
AY352482,0,1,1354,1353,2004,Cosmopolitan_B1.1,Cosmopolitan CA1,-
AY352483,0,1,1354,1353,2004,Cosmopolitan CA1_A1.1,Cosmopolitan CA1,-
