Number	sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
585	HM113857	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030537	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
586	HM113858	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030539	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
587	HM113859	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030544	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
588	HM113860	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030548	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
589	HM113861	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030550	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
590	HM113862	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030551	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
591	HM113863	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030552	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
592	HM113864	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030553	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
593	HM113865	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030554	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
594	HM113866	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030556	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
595	HM113867	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030563	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
596	HM113868	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030566	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
597	HM113869	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030570	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
598	HM113870	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030571	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
599	HM113871	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030574	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
600	HM113872	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030575	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
601	HM113873	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030578	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
602	HM113874	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030579	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
603	HM113875	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030580	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
604	HM113876	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030581	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
605	HM113877	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030582	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
606	HM113878	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030591	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
607	HM113879	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030594	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
608	HM113880	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030596	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
609	HM113881	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030599	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
610	HM113882	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030601	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
611	HM113883	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030602	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
612	HM113884	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030608	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
613	HM113885	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030609	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
614	HM113886	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030610	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
615	HM113887	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030619	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
616	HM113888	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD030627	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
617	HM113889	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040217	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
618	HM113890	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040269	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
619	HM113891	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040271	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
620	HM113892	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040273	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
621	HM113894	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040278	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
622	HM113895	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040279	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
623	HM113896	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040281	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
624	HM113897	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040283	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
625	HM113898	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040284	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
626	HM113899	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040287	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
627	HM113900	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040289	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
628	HM113901	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040291	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
629	HM113902	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040293	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
630	HM113903	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040301	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
631	HM113904	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040302	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
632	HM113906	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040304	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
633	HM113907	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040308	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
634	HM113908	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040309	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
635	HM113909	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040310	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
636	HM113910	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040314	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
637	HM113911	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040315	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
638	HM113912	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040317	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
639	HM113913	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040319	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
640	HM113914	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040320	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
641	HM113915	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040324	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
642	HM113916	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040326	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
643	HM113917	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040329	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
644	HM113918	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040330	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
645	HM113919	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040332	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
646	HM113920	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040335	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
647	HM113921	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040336	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
648	HM113922	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040339	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
649	HM113923	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040346	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
650	HM113924	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040347	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
651	HM113925	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD040348	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
652	HM113926	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050220	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
653	HM113927	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050222	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
654	HM113928	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050223	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
655	HM113929	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050230	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
656	HM113930	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050231	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
657	HM113931	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050242	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
658	HM113932	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050246	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
659	HM113933	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050262	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
660	HM113934	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050264	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
661	HM113935	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD050286	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
662	HM113936	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD060079	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
663	HM113938	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD060092	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
664	HM113939	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD060096	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
665	HM113940	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD060203	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
666	HM113941	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD060205	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
667	HM113942	AL_Cosmopolitan_AM1	Cosmopolitan AM1	USA	United States	-	-	-	2010	699	03-Jul-10	26-Oct-11	Mephitis mephitis	20546130	SD060210	United States	unchanged	-	unchanged	-	unchanged	2003	filled in	2008	updated	Mephitis mephitis	unchanged		no	no	20546130	unchanged	Collected between 2003-2008
118	AB291084	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	609	01-Aug-07	05-Dec-08	Felis catus	18057829	BRct112	Brazil	unchanged	Morrinhos	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	unchanged		no	no	18057829	unchanged	
119	AB291085	AL_Cosmopolitan_AM3a	Cosmopolitan AM3a	BRA	Brazil	-	-	-	2007	609	01-Aug-07	05-Dec-08	Felis catus	18057829	BRct116	Brazil	unchanged	Itaberai	filled in	1999	filled in	1999	filled in	1999	updated	Felis catus	unchanged		no	no	18057829	unchanged	
