sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	Notes
DQ125460	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	91RABN02012	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ125461	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	91RABN02155	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ125462	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Mephitis mephitis	16103358	91RABN02753	Canada	unchanged	Ontario	unchanged	1991	filled in	1991	filled in	1991	updated	Mephitis mephitis	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ125463	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Canis lupus	16103358	92RABN00595	Canada	unchanged	Ontario	unchanged	1992	filled in	1992	filled in	1992	updated	Canis lupus	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ125464	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN00176	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ125465	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	23-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN0215	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129670	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN01288	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129671	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN00340	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129672	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN00661	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129673	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN01152	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129674	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN01832	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129675	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN01341	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129676	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN01437	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129677	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN04837	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129678	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN02565	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ129679	AL_Arctic_A	Arctic A	CAN	Canada	Ontario	-	-	2005	1059	25-Jul-05	08-Mar-17	Vulpes vulpes	16103358	93RABN04730	Canada	unchanged	Ontario	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	16103358	unchanged	Date inferred from isolate name
DQ275562	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2005	930	10-Dec-05	10-Dec-05	Canis familiaris	-	V739	Korea	filled in	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	Canis familiaris	unchanged		no	no	-	unchanged	
AF369265	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	9191862	ONT1.RFX	Canada	filled in	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	Found by googling
AF369266	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	9191862	ONT2.RFX	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF369267	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	9191862	ONT3.RFX	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF369268	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	9191862	ONT4.RFX	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF369269	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	9191862	ONT5.RFX	Canada	filled in	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	Found by googling
AF369270	AL_Arctic_A	Arctic A	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Vulpes vulpes	9191862	ARC5.RFX	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2001	unchanged	Vulpes vulpes	unchanged		no	no	9191862	unchanged	
AF369284	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	RU9.RD	Russia	filled in	-	unchanged	1988	filled in	1988	filled in	1988	updated	Procyon lotor	updated		no	no	12127791	unchanged	Found in Nadin-Davis 2002
AF369310	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	I19.DG	India	filled in	-	unchanged	1995	filled in	1995	filled in	1995	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	Found in Nadin-Davis 2002
AF369317	AL_Arctic_AL3	Arctic AL3	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	V121.DG	Nepal	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	Found in Nadin-Davis 2002
AF369318	AL_Arctic_AL3	Arctic AL3	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	V123.DG	Nepal	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	Found in Nadin-Davis 2002
AF369319	AL_Arctic_AL3	Arctic AL3	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	Canis familiaris	12127791	V124.DG	Nepal	filled in	-	unchanged	1989	filled in	1989	filled in	1989	updated	Canis familiaris	unchanged		no	no	12127791	unchanged	Found in Nadin-Davis 2002
AF369330	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2001	920	21-May-01	03-Dec-09	north Asian	12127791	V458.DG	India	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Bos	updated	Bovine	no	no	12127791	unchanged	Found in Nadin-Davis 2002
EF178174	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	91N5406	Canada	filled in	Timmins	filled in	1991	filled in	1991	filled in	1991	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178175	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	92N4055	Canada	filled in	Peawanuk	filled in	1992	filled in	1992	filled in	1992	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178176	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	93N0398	Canada	filled in	Resolute Bay	filled in	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178177	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	93N0625	Canada	filled in	Iqaluit	filled in	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178178	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	93N0782	Canada	filled in	Cape Dorset	filled in	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178179	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	93N1395	Canada	filled in	Resolute Bay	filled in	1993	filled in	1993	filled in	1993	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178180	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	96N1804	Canada	filled in	Puvirnituq	filled in	1996	filled in	1996	filled in	1996	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178181	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	96N1855	Canada	filled in	Mary's Harbour	filled in	1996	filled in	1996	filled in	1996	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178182	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	96N2026	Canada	filled in	Churchill Falls	filled in	1996	filled in	1996	filled in	1996	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178183	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	96N2393	Canada	filled in	Nain	filled in	1996	filled in	1996	filled in	1996	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178184	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	96N2397	Canada	filled in	Schefferville	filled in	1996	filled in	1996	filled in	1996	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178185	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00L0408	Canada	filled in	Fort Severn	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178186	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00L0417	Canada	filled in	Paulatuk	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178187	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00L0528	Canada	filled in	Tuktoyaktuk	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178189	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00N3420	Canada	filled in	Dorval	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178190	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00N4337	Canada	filled in	Mirabel	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178191	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00N4820	Canada	filled in	Cochrane	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178193	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N2258	Canada	filled in	Inukjuak	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178195	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N2980	Canada	filled in	Salluit	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178196	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N3548	Canada	filled in	Cartwright	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178197	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	02N9337	Canada	filled in	Port Saunders	filled in	2002	filled in	2002	filled in	2002	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178199	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N1204	Canada	filled in	Akulivik	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178200	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N1497	Canada	filled in	Puvirnituq	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178201	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N1834	Canada	filled in	Sop's Arm	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178202	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N3532	Canada	filled in	Daniel's Harbour	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178203	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4056	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178204	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4057	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178205	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4058	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178206	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	03N4923	Canada	filled in	White Bay South	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178208	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N3365	Canada	filled in	Nain	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178209	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N3719	Canada	filled in	Kuujjuaq	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178210	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N3889	Canada	filled in	Davis Inlet	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178211	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N4249	Canada	filled in	Kuujjuaq	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178212	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N4250	Canada	filled in	Kuujjuaq	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178213	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N4320	Canada	filled in	Davis Inlet	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178214	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	900	07-Feb-07	14-Jul-16	Vulpes vulpes	-	04N5133	Canada	filled in	Davis Inlet	filled in	2004	filled in	2004	filled in	2004	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
EF178188	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	898	07-Feb-07	14-Jul-16	Vulpes vulpes	-	00N1512	Canada	filled in	North Bay	filled in	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	Found in Nadin-Davis 2003
DQ076106	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRRD0406CC	South Korea	unchanged	Chuncheon-si	filled in	2004	filled in	2004	filled in	2004	updated	Nyctereutes procyonoides	filled in		no	no	16051390	unchanged	
DQ076107	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRBV0404HC	South Korea	unchanged	Hwacheon-gun	filled in	2004	filled in	2004	filled in	2004	updated	Bos	filled in	Cattle	no	no	16051390	unchanged	
DQ076108	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRBV9801YC	South Korea	unchanged	Yeoncheon-gun	filled in	1998	filled in	1998	filled in	1998	updated	Bos	filled in	Cattle	no	no	16051390	unchanged	
DQ076109	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRDG0203CW	South Korea	unchanged	Cheorwon-gun	filled in	2002	filled in	2002	filled in	2002	updated	Canis lupus familiaris	filled in		no	no	16051390	unchanged	
DQ076110	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRDG9901GY	South Korea	unchanged	Goyang-si	filled in	1999	filled in	1999	filled in	1999	updated	Canis lupus familiaris	filled in		no	no	16051390	unchanged	
DQ076111	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRRD9902PJ	South Korea	unchanged	Paju-si	filled in	1999	filled in	1999	filled in	1999	updated	Nyctereutes procyonoides	filled in		no	no	16051390	unchanged	
DQ076112	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRRD9901PJ	South Korea	unchanged	Paju-si	filled in	1999	filled in	1999	filled in	1999	updated	Nyctereutes procyonoides	filled in		no	no	16051390	unchanged	
DQ076113	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRDG9902GY	South Korea	unchanged	Goyang-si	filled in	1999	filled in	1999	filled in	1999	updated	Canis lupus familiaris	filled in		no	no	16051390	unchanged	
DQ076114	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRDG0204HC	South Korea	unchanged	Hwacheon-gun	filled in	2002	filled in	2002	filled in	2002	updated	Canis lupus familiaris	filled in		no	no	16051390	unchanged	
DQ076115	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRBV0403CW	South Korea	unchanged	Cheorwon-gun	filled in	2004	filled in	2004	filled in	2004	updated	Bos	filled in	Cattle	no	no	16051390	unchanged	
DQ076116	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRRD0205HC	South Korea	unchanged	Hwacheon-gun	filled in	2002	filled in	2002	filled in	2002	updated	Nyctereutes procyonoides	filled in		no	no	16051390	unchanged	
DQ076117	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRRD0204CW	South Korea	unchanged	-	unchanged	-	unchanged	-	unchanged	2005	unchanged	-	unchanged		no	no	16051390	unchanged	
DQ076118	AL_Arctic_AL2	Arctic AL2	KOR	South Korea	-	-	-	2005	872	18-Nov-05	26-Jul-16	-	16051390	SKRRD9903YG	South Korea	unchanged	Yanggu-gun	filled in	1999	filled in	1999	filled in	1999	updated	Nyctereutes procyonoides	filled in		no	no	16051390	unchanged	
EF178192	AL_Arctic_A	Arctic A	-	-	-	-	-	2007	857	07-Feb-07	14-Jul-16	Vulpes vulpes	-	01N1650	Canada	filled in	Rigolet	filled in	2001	filled in	2001	filled in	2001	updated	Vulpes vulpes	unchanged		no	no	-	unchanged	
AY353860	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	857r	Russia	filled in	Chabarovsk	filled in	-	unchanged	-	unchanged	2004	unchanged	Nyctereutes procyonoides	filled in		no	no	15650080	unchanged	
AY353861	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	304c	Russia	filled in	Chita	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes corsac	filled in		no	no	15650080	unchanged	
AY353862	AL_Arctic_AL2	Arctic AL2	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	248c	Russia	filled in	Chita	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes corsac	filled in		no	no	15650080	unchanged	
AY353864	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	RVHK	Russia	filled in	Krasnoyarsk	filled in	-	unchanged	-	unchanged	2004	unchanged	Homo sapiens	filled in		no	no	15650080	unchanged	
AY353881	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	Citellus undulatus (rodent)	15650080	rv250	Russia	filled in	Tuva	filled in	-	unchanged	-	unchanged	2004	unchanged	Citellus undulatus (rodent)	unchanged		no	no	15650080	unchanged	
AY353887	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	3510w	Russia	filled in	Yakutia	filled in	-	unchanged	-	unchanged	2004	unchanged	Canis lupus	filled in		no	no	15650080	unchanged	
AY353888	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	483a	Russia	filled in	Yakutia	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes lagopus	filled in		no	no	15650080	unchanged	
AY353889	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	743a	Russia	filled in	Yakutia	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes lagopus	filled in		no	no	15650080	unchanged	
AY353894	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	RV61	India	filled in	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	Homo sapiens	filled in		no	no	15650080	unchanged	
AY353895	AL_Arctic_AL1a	Arctic AL1a	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	196p	Pakistan	filled in	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	Bos taurus	filled in		no	no	15650080	unchanged	
AY353896	AL_Arctic	Arctic	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	277p	Pakistan	filled in	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	Capra	filled in	Goat	no	no	15650080	unchanged	
AY353898	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	4795	United States	filled in	Alaska	filled in	-	unchanged	-	unchanged	2004	unchanged	Canis lupus familiaris	filled in		no	no	15650080	unchanged	
AY353899	AL_Arctic_A	Arctic A	-	-	-	-	-	2004	854	01-Aug-04	26-Jul-16	-	15650080	1421	United States	filled in	Alaska	filled in	-	unchanged	-	unchanged	2004	unchanged	Vulpes vulpes	filled in		no	no	15650080	unchanged	
