sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	vaccine	pubmedID_edit	pubmed_update	notes
EU715384	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox3996/2000	Israel	filled in	-	unchanged	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715385	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox7001/1999	Israel	filled in	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715386	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox2624/1999	Israel	filled in	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715387	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Wolf1662/1999	Israel	filled in	-	unchanged	1999	filled in	1999	filled in	1999	updated	Canis lupus	filled in		no	no	-	unchanged	
EU715388	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Fox5630/2000	Israel	filled in	-	unchanged	2000	filled in	2000	filled in	2000	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU715389	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	GoatJ1/1999	Israel	filled in	-	unchanged	1999	filled in	1999	filled in	1999	updated	Capra aegagrus hircus	filled in		no	no	-	unchanged	
EU715390	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	BadgerJ6/1998	Israel	filled in	-	unchanged	1998	filled in	1998	filled in	1998	updated	Meles meles	filled in		no	no	-	unchanged	
EU715391	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	CowJ3/1998	Israel	filled in	-	unchanged	1998	filled in	1998	filled in	1998	updated	Bos taurus	filled in		no	no	-	unchanged	
EU715392	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Cow1353/1999	Israel	filled in	-	unchanged	1999	filled in	1999	filled in	1999	updated	Bos taurus	filled in		no	no	-	unchanged	
EU715393	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Dog1909/2000	Israel	filled in	-	unchanged	2000	filled in	2000	filled in	2000	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	
EU715394	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	Dog1132/1997	Israel	filled in	-	unchanged	1997	filled in	1997	filled in	1997	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	
EU715395	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	2009	469	31-Jan-09	31-Jan-09	-	-	DonkeyJ2/1999	Israel	filled in	-	unchanged	1999	filled in	1999	filled in	1999	updated	Equus asinus	filled in		no	no	-	unchanged	
AY956351	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	453	01-Dec-05	26-Jul-16	Canis familiaris	16490142	RV1142	Turkey	unchanged	Istanbul	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	unchanged		no	no	16490142	unchanged	
EU715374	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2009	450	31-Jan-09	31-Jan-09	-	-	Cow4828/2004	Israel	filled in	-	unchanged	2004	filled in	2004	filled in	2004	updated	Bos taurus	filled in		no	no	-	unchanged	
AY536254	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	431	31-Jan-05	26-Jul-16	jackal	16490142	RV1385	Turkey	unchanged	Istanbul	filled in	2003	filled in	2003	filled in	2003	updated	jackal	unchanged		no	no	16490142	unchanged	
AY536255	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	431	31-Jan-05	26-Jul-16	jackal	16490142	RV1386	Turkey	unchanged	Istanbul	filled in	2003	filled in	2003	filled in	2003	updated	jackal	unchanged		no	no	16490142	unchanged	
AY536256	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	431	31-Jan-05	26-Jul-16	jackal	16490142	RV1387	Turkey	unchanged	Istanbul	filled in	2003	filled in	2003	filled in	2003	updated	jackal	unchanged		no	no	16490142	unchanged	
AY536257	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	431	31-Jan-05	26-Jul-16	jackal	16490142	RV1388	Turkey	unchanged	Istanbul	filled in	2003	filled in	2003	filled in	2003	updated	jackal	unchanged		no	no	16490142	unchanged	
AY536258	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	431	31-Jan-05	26-Jul-16	Vulpes vulpes	16490142	RV1389	Turkey	unchanged	Aydin	filled in	2003	filled in	2003	filled in	2003	updated	Vulpes vulpes	unchanged		no	no	16490142	unchanged	
AY538776	AL_Cosmopolitan_ME2	Cosmopolitan ME2	TUR	Turkey	-	-	-	2005	431	01-Mar-05	26-Jul-16	Canis familiaris	-	RV1142	Turkey	unchanged	Istanbul	filled in	2001	filled in	2001	filled in	2001	updated	Canis familiaris	unchanged		no	no	16490142	filled in	
AY062047	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	-	-	-	2002	414	30-Mar-02	15-Nov-02	-	12417947	-	Russia	unchanged	-	unchanged	-	unchanged	-	unchanged	2002	unchanged	Vulpes	filled in		no	no	12417947	unchanged	
AY062071	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	-	-	-	2002	405	30-Mar-02	15-Nov-02	-	12417947	-	Russia	unchanged	-	unchanged	-	unchanged	-	unchanged	2002	unchanged	Vulpes	filled in		no	no	12417947	unchanged	
AY091627	AL_Cosmopolitan_NEE	Cosmopolitan NEE	EST	Estonia	-	-	-	2003	405	30-Sep-03	25-Jul-16	Canis familiaris	16198016	Rv437	Estonia	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	Nyctereutes procyonoides	updated		no	no	16198016	unchanged	
AY330744	AL_Cosmopolitan_ME2	Cosmopolitan ME2	BWA	Botswana	-	-	-	2004	405	30-Jan-04	26-Jul-16	Felis catus	15201031	RV396	Botswana	unchanged	Lobaste	filled in	1990	filled in	1990	filled in	1990	updated	Felis catus	unchanged		no	no	15201031	unchanged	
AY352504	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	2004	405	01-Aug-04	26-Jul-16	-	15650080	RV309	Russia	filled in	Leningrad	filled in	-	unchanged	-	unchanged	2004	unchanged	Nyctereutes procyonoides	filled in		no	no	15650080	unchanged	
AY352516	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	-	-	-	-	-	2004	405	01-Aug-04	26-Jul-16	-	15650080	RV307	Georgia	filled in	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	Bos taurus	filled in		no	no	15650080	unchanged	
AF033870	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9621POL	Poland	filled in	-	unchanged	1986	filled in	1986	filled in	1986	updated	Meles meles	filled in		no	no	-	unchanged	Found in Bourhy 1999 
AF033871	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9623POL	Poland	filled in	-	unchanged	1991	filled in	1991	filled in	1991	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	Found in Bourhy 1999 
AF033872	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9624POL	Poland	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Felis catus	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033873	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9625POL	Poland	filled in	-	unchanged	1985	filled in	1985	filled in	1985	updated	Rattus	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033874	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9626POL	Poland	filled in	-	unchanged	1986	filled in	1986	filled in	1986	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033875	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9627POL	Poland	filled in	-	unchanged	1987	filled in	1987	filled in	1987	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033876	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9634POL	Poland	filled in	-	unchanged	1987	filled in	1987	filled in	1987	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033877	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9638POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Bos taurus	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033878	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9639POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Capreolus capreolus	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033879	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9642POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033880	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9691POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033881	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9689POL	Poland	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033882	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96174POL	Poland	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033883	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96176POL	Poland	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033887	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96250POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033888	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9620POL	Poland	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Hydromys chrysogaster	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033889	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9622POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Erinaceinae	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033890	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9637POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033891	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9645POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033892	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9656POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033893	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9677POL	Poland	filled in	-	unchanged	1994	filled in	1994	filled in	1994	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033894	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9646POL	Poland	filled in	-	unchanged	1992	filled in	1992	filled in	1992	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033895	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9671POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033896	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	9680POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Martes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033897	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96104POL	Poland	filled in	-	unchanged	1995	filled in	1995	filled in	1995	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033898	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96105POL	Poland	filled in	-	unchanged	1995	filled in	1995	filled in	1995	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033899	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96106POL	Poland	filled in	-	unchanged	1995	filled in	1995	filled in	1995	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033900	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96140POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033901	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96161POL	Poland	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Felis catus	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033902	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96253POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	Found in Bourhy 1999
AF033903	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1997	400	27-Nov-97	21-Nov-97	-	-	96256POL	Poland	filled in	-	unchanged	1996	filled in	1996	filled in	1996	updated	Vulpes	filled in		no	no	-	unchanged	Found in Bourhy 1999
AY245848	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	2004	400	11-May-04	25-Jul-16	-	15160845	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	-	unchanged		no	no	15160845	unchanged	
AY245850	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	2004	400	11-May-04	25-Jul-16	-	15160845	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2004	unchanged	-	unchanged		no	no	15160845	unchanged	
AY277570	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	01LAT	Latvia	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Found by googling
AY277571	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	02LAT	Latvia	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	Found by googling
AY277572	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	04LAT	Latvia	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	Found by googling
AY277573	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	08LAT	Latvia	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	Found by googling
AY277574	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	12LAT	Latvia	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	-	unchanged		no	no	-	unchanged	
AY277575	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	16LAT	Latvia	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	-	unchanged		no	no	-	unchanged	
AY277576	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	18LAT	Latvia	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	Found by googling
AY277577	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	20LAT	Latvia	unchanged	-	unchanged	1999	filled in	1999	filled in	1999	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
AY277578	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	22LAT	Latvia	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	-	unchanged		no	no	-	unchanged	
AY277579	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	23LAT	Latvia	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	-	unchanged		no	no	-	unchanged	
AY277580	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LVA	Latvia	-	-	-	2003	400	14-May-03	25-Jul-16	-	-	25LAT	Latvia	unchanged	-	unchanged	-	unchanged	-	unchanged	2003	unchanged	-	unchanged		no	no	-	unchanged	
AY751535	AL_Cosmopolitan_NEE	Cosmopolitan NEE	RUS	Russia	-	-	-	2005	400	01-Oct-05	26-Jul-16	Canis familiaris	16198016	RV440	Russia	unchanged	Pskov	filled in	1990	filled in	1990	filled in	1990	updated	Canis familiaris	unchanged		no	no	16198016	unchanged	
EU616715	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	06LT1	Lithuania	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	
EU616716	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	06LT2	Lithuania	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU616717	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	06LT4	Lithuania	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	
EU616718	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	06LT5	Lithuania	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	
EU616719	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	05LT11	Lithuania	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	
EU616720	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	07LT12	Lithuania	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU616721	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	07LT14	Lithuania	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	
EU616722	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	07LT17	Lithuania	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Canis lupus familiaris	filled in		no	no	-	unchanged	
EU616723	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	07LT19	Lithuania	unchanged	-	unchanged	2007	filled in	2007	filled in	2007	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU616724	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	05LT21	Lithuania	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Vulpes vulpes	filled in		no	no	-	unchanged	
EU616725	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	05LT22	Lithuania	unchanged	-	unchanged	2005	filled in	2005	filled in	2005	updated	Martes	filled in		no	no	-	unchanged	
EU616726	AL_Cosmopolitan_NEE	Cosmopolitan NEE	LTU	Lithuania	-	-	-	2008	400	05-May-08	26-Jul-16	-	-	05LT24	Lithuania	unchanged	-	unchanged	2006	filled in	2006	filled in	2006	updated	Nyctereutes procyonoides	filled in		no	no	-	unchanged	
KP723614	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	OMN	Oman	-	1991	1991	1991	400	06-Apr-15	06-Apr-15	-	25811659	13145	Oman	unchanged	-	unchanged	1991	unchanged	1991	unchanged	1991	unchanged	-	unchanged		no	no	25811659	unchanged	
KP723615	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	OMN	Oman	-	1991	1991	1991	400	06-Apr-15	06-Apr-15	-	25811659	13148	Oman	unchanged	-	unchanged	1991	unchanged	1991	unchanged	1991	unchanged	-	unchanged		no	no	25811659	unchanged	
KP723616	AL_Cosmopolitan_ME1a	Cosmopolitan ME1a	OMN	Oman	-	1991	1991	1991	400	06-Apr-15	06-Apr-15	-	25811659	14144	Oman	unchanged	-	unchanged	1991	unchanged	1991	unchanged	1991	unchanged	-	unchanged		no	no	25811659	unchanged	
U22850	AL_Cosmopolitan_ME1b	Cosmopolitan ME1b	-	-	-	-	-	1995	400	21-Jul-95	01-Nov-95	-	7778285	9329ISR	Israel	filled in	-	unchanged	1993	filled in	1993	filled in	1993	updated	Canis lupus familiaris	filled in		no	no	7778285	unchanged	
U42714	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9144EST	Estonia	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U42715	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9338EST	Estonia	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U42716	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9348FIN	Finland	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U42997	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9210ALL	Germany	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U42998	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9383HON	Hungary	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U42999	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9384HON	Hungary	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43000	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9386HON	Hungary	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43001	AL_Cosmopolitan_EE	Cosmopolitan EE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9387HON	Hungary	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43002	AL_Cosmopolitan_NEE	Cosmopolitan NEE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9345LIT	Lithuania	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
U43003	AL_Cosmopolitan_CE	Cosmopolitan CE	-	-	-	-	-	1999	400	05-Jan-99	29-Jan-99	-	-	9422POL	Poland	filled in	-	unchanged	-	unchanged	-	unchanged	1999	unchanged	-	unchanged		no	no	-	unchanged	From ID
