Number	sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate	country_edit	Country_update	place_edit	place_update	Collection.year_edit	Collection.year_update	earliest.collection_edit	earliest.collection_update	latest.collection_edit	latest.collection_update	host_edit	host_update	host.common_edit	Lab_construct	Vaccine	pubmedID_edit	pubmed_update	Notes
115	AY340781	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL9566	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
116	AY340785	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Canis familiaris	14602205	BOL27500	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Canis familiaris	unchanged		no	no	14602205	unchanged	
117	AY340786	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	320	31-Dec-03	03-Jun-05	Homo sapiens	14602205	BOL25400	Bolivia	filled in	-	unchanged	-	unchanged	1997	filled in	2001	updated	Homo sapiens	unchanged		no	no	14602205	unchanged	
118	AY561807	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	3265bcssk01	Mexico	unchanged	Baja California Sur	unchanged	2001	filled in	2001	filled in	2001	updated	Mephitidae	filled in	Skunk	no	no	15896399	unchanged	
119	AY561808	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	3290bcssk02	Mexico	unchanged	Baja California Sur	unchanged	2002	filled in	2002	filled in	2002	updated	Mephitidae	filled in	Skunk	no	no	15896399	unchanged	
120	AY561809	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Baja California Sur	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	3259bcsbv02	Mexico	unchanged	Baja California Sur	unchanged	2002	filled in	2002	filled in	2002	updated	Bos taurus	filled in		no	no	15896399	unchanged	
121	AY561818	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	4475yucdeer99	Mexico	unchanged	Yucatan	unchanged	1999	filled in	1999	filled in	1999	updated	Cervidae	filled in	Deer	no	no	15896399	unchanged	
122	AY561819	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	4463yuctepz99	Mexico	unchanged	Yucatan	unchanged	1999	filled in	1999	filled in	1999	updated	Dasyprocta	filled in	Agouti	no	no	15896399	unchanged	
123	AY561820	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	4464yuctepz99	Mexico	unchanged	Yucatan	unchanged	1999	unchanged	1999	unchanged	2004	unchanged	Dasyprocta	filled in	Agouti	no	no	15896399	unchanged	
124	AY561821	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	4466yucuknW5	Mexico	unchanged	Yucatan	unchanged	-	unchanged	-	unchanged	2004	unchanged	-	unchanged		no	no	15896399	unchanged	
125	AY561822	AL_Cosmopolitan	Cosmopolitan	MEX	Mexico	Yucatan	-	-	2004	267	10-Mar-04	25-May-05	-	15896399	4471yucsk01	Mexico	unchanged	Yucatan	unchanged	2001	unchanged	2001	unchanged	2004	unchanged	Mephitidae	filled in	Skunk	no	no	15896399	unchanged	
36	AY192407	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2003	258	04-Feb-03	24-Jul-16	-	12655080	C31/97	Columbia	filled in	Ibagué-Tolima	filled in	1997	filled in	1997	filled in	1997	updated	Canis lupus familiaris	filled in		no	no	12655080	unchanged	
127	AY702667	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2007	243	22-Jun-07	29-Aug-07	-	17558542	O	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	Ovis	filled in	Sheep	no	yes	17558542	unchanged	Some sort of sheep vaccine
128	AY702690	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2007	243	22-Jun-07	29-Aug-07	-	17558542	RV-97	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2007	unchanged	-	unchanged		no	yes	17558542	unchanged	Vaccine 
177	KU055600	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2016	211	15-Jul-16	15-Jul-16	-	27380028	HEP	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	-	unchanged		no	yes	27380028	unchanged	From Isolate name - HEP
178	KU055601	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	2016	211	15-Jul-16	15-Jul-16	-	27380028	LEP	-	unchanged	-	unchanged	-	unchanged	-	unchanged	2016	unchanged	-	unchanged		no	yes	27380028	unchanged	From Isolate name - LEP
194	M12771	AL_Cosmopolitan	Cosmopolitan	-	-	-	-	-	1993	203	03-Aug-93	01-Sep-88	-	6328006	-	-	unchanged	-	unchanged	-	unchanged	-	unchanged	1993	unchanged	-	unchanged		yes	no	6328006	unchanged	BHK-21 lab construct
